AMF_induced_gene,Module_all,Module1,Module3,Module4
Sobic.001G005100,Sobic.001G009200,Sobic.001G009200,Sobic.001G002800,Sobic.001G005100
Sobic.010G204000,Sobic.001G026000,Sobic.001G026000,Sobic.001G004600,Sobic.001G011700
Sobic.003G232200,Sobic.001G027900,Sobic.001G027900,Sobic.001G008400,Sobic.001G022700
Sobic.001G005700,Sobic.001G030400,Sobic.001G030400,Sobic.001G008900,Sobic.001G032900
Sobic.002G174801,Sobic.001G035600,Sobic.001G035600,Sobic.001G014200,Sobic.001G034900
Sobic.006G026800,Sobic.001G039800,Sobic.001G039800,Sobic.001G021500,Sobic.001G044300
Sobic.004G162700,Sobic.001G052000,Sobic.001G052000,Sobic.001G023500,Sobic.001G048000
Sobic.004G286800,Sobic.001G062300,Sobic.001G062300,Sobic.001G025500,Sobic.001G048900
Sobic.002G116600,Sobic.001G071000,Sobic.001G071000,Sobic.001G029500,Sobic.001G062132
Sobic.006G111400,Sobic.001G074800,Sobic.001G074800,Sobic.001G029800,Sobic.001G099300
Sobic.004G022700,Sobic.001G074900,Sobic.001G074900,Sobic.001G030600,Sobic.001G099400
Sobic.004G022300,Sobic.001G077000,Sobic.001G077000,Sobic.001G033300,Sobic.001G102300
Sobic.003G431900,Sobic.001G079900,Sobic.001G079900,Sobic.001G038300,Sobic.001G105500
Sobic.003G378100,Sobic.001G087700,Sobic.001G087700,Sobic.001G040500,Sobic.001G109000
Sobic.003G383900,Sobic.001G089100,Sobic.001G089100,Sobic.001G046400,Sobic.001G139700
Sobic.001G174200,Sobic.001G095500,Sobic.001G095500,Sobic.001G047900,Sobic.001G144900
Sobic.002G229400,Sobic.001G107600,Sobic.001G107600,Sobic.001G049600,Sobic.001G156000
Sobic.002G229300,Sobic.001G131700,Sobic.001G131700,Sobic.001G050200,Sobic.001G160500
Sobic.003G184000,Sobic.001G134800,Sobic.001G134800,Sobic.001G054600,Sobic.001G162700
Sobic.003G183850,Sobic.001G136400,Sobic.001G136400,Sobic.001G059900,Sobic.001G173600
Sobic.005G146400,Sobic.001G139200,Sobic.001G139200,Sobic.001G063500,Sobic.001G174300
Sobic.005G146900,Sobic.001G142800,Sobic.001G142800,Sobic.001G066100,Sobic.001G174500
Sobic.004G185300,Sobic.001G151800,Sobic.001G151800,Sobic.001G069700,Sobic.001G180800
Sobic.010G164100,Sobic.001G154500,Sobic.001G154500,Sobic.001G073150,Sobic.001G181600
Sobic.003G317800,Sobic.001G156600,Sobic.001G156600,Sobic.001G074000,Sobic.001G182100
Sobic.003G317900,Sobic.001G173500,Sobic.001G173500,Sobic.001G074100,Sobic.001G193300
Sobic.007G125400,Sobic.001G175500,Sobic.001G175500,Sobic.001G075400,Sobic.001G194000
Sobic.003G318200,Sobic.001G184100,Sobic.001G184100,Sobic.001G076800,Sobic.001G194300
Sobic.003G318100,Sobic.001G184300,Sobic.001G184300,Sobic.001G077200,Sobic.001G203000
Sobic.010G128800,Sobic.001G192100,Sobic.001G192100,Sobic.001G078600,Sobic.001G205800
Sobic.003G226900,Sobic.001G194600,Sobic.001G194600,Sobic.001G080600,Sobic.001G209000
Sobic.010G129000,Sobic.001G200700,Sobic.001G200700,Sobic.001G081200,Sobic.001G209500
Sobic.005G085700,Sobic.001G218400,Sobic.001G218400,Sobic.001G083500,Sobic.001G210101
Sobic.007G047200,Sobic.001G222400,Sobic.001G222400,Sobic.001G085500,Sobic.001G210200
Sobic.006G022800,Sobic.001G228200,Sobic.001G228200,Sobic.001G086000,Sobic.001G210250
Sobic.010G113600,Sobic.001G235500,Sobic.001G235500,Sobic.001G088400,Sobic.001G210500
Sobic.006G023400,Sobic.001G236400,Sobic.001G236400,Sobic.001G090400,Sobic.001G210600
Sobic.006G023900,Sobic.001G247200,Sobic.001G247200,Sobic.001G094800,Sobic.001G211000
Sobic.002G135500,Sobic.001G249000,Sobic.001G249000,Sobic.001G102500,Sobic.001G211101
Sobic.002G135700,Sobic.001G249300,Sobic.001G249300,Sobic.001G103000,Sobic.001G211200
Sobic.001G180800,Sobic.001G268200,Sobic.001G268200,Sobic.001G104500,Sobic.001G216500
Sobic.006G116900,Sobic.001G280000,Sobic.001G280000,Sobic.001G107100,Sobic.001G218200
Sobic.007G163500,Sobic.001G295600,Sobic.001G295600,Sobic.001G107200,Sobic.001G218500
Sobic.003G240000,Sobic.001G297600,Sobic.001G297600,Sobic.001G108100,Sobic.001G221400
Sobic.002G044600,Sobic.001G305800,Sobic.001G305800,Sobic.001G108500,Sobic.001G222600
Sobic.007G132300,Sobic.001G306000,Sobic.001G306000,Sobic.001G109700,Sobic.001G226600
Sobic.007G095100,Sobic.001G314400,Sobic.001G314400,Sobic.001G116000,Sobic.001G226700
Sobic.010G191700,Sobic.001G316000,Sobic.001G316000,Sobic.001G116900,Sobic.001G227800
Sobic.001G273600,Sobic.001G318200,Sobic.001G318200,Sobic.001G121900,Sobic.001G233400
Sobic.001G311900,Sobic.001G320700,Sobic.001G320700,Sobic.001G130700,Sobic.001G233700
Sobic.003G326000,Sobic.001G331200,Sobic.001G331200,Sobic.001G131800,Sobic.001G253700
Sobic.007G138600,Sobic.001G340200,Sobic.001G340200,Sobic.001G131900,Sobic.001G265000
Sobic.004G021500,Sobic.001G354100,Sobic.001G354100,Sobic.001G138000,Sobic.001G273600
Sobic.002G109800,Sobic.001G366100,Sobic.001G366100,Sobic.001G140000,Sobic.001G274600
Sobic.002G109700,Sobic.001G366800,Sobic.001G366800,Sobic.001G140600,Sobic.001G288500
Sobic.002G109900,Sobic.001G381500,Sobic.001G381500,Sobic.001G143200,Sobic.001G305350
Sobic.003G370400,Sobic.001G384100,Sobic.001G384100,Sobic.001G146000,Sobic.001G307000
Sobic.001G210900,Sobic.001G386600,Sobic.001G386600,Sobic.001G147900,Sobic.001G310800
Sobic.001G211000,Sobic.001G388100,Sobic.001G388100,Sobic.001G148200,Sobic.001G311900
Sobic.006G014800,Sobic.001G390800,Sobic.001G390800,Sobic.001G154200,Sobic.001G318300
Sobic.002G135400,Sobic.001G395400,Sobic.001G395400,Sobic.001G155700,Sobic.001G318600
Sobic.001G099300,Sobic.001G397500,Sobic.001G397500,Sobic.001G157100,Sobic.001G321900
Sobic.002G234500,Sobic.001G404500,Sobic.001G404500,Sobic.001G158200,Sobic.001G322500
Sobic.002G238100,Sobic.001G408800,Sobic.001G408800,Sobic.001G161500,Sobic.001G331301
Sobic.010G126700,Sobic.001G412800,Sobic.001G412800,Sobic.001G161601,Sobic.001G334001
Sobic.003G243400,Sobic.001G433200,Sobic.001G433200,Sobic.001G162400,Sobic.001G337400
Sobic.001G378700,Sobic.001G437801,Sobic.001G437801,Sobic.001G169900,Sobic.001G339600
Sobic.001G156000,Sobic.001G444700,Sobic.001G444700,Sobic.001G177900,Sobic.001G343100
Sobic.009G052901,Sobic.001G447600,Sobic.001G447600,Sobic.001G179100,Sobic.001G349000
Sobic.004G196500,Sobic.001G472800,Sobic.001G472800,Sobic.001G189000,Sobic.001G350200
Sobic.009G108300,Sobic.001G475900,Sobic.001G475900,Sobic.001G191300,Sobic.001G354400
Sobic.008G151900,Sobic.001G480800,Sobic.001G480800,Sobic.001G192700,Sobic.001G354800
Sobic.002G229000,Sobic.001G492000,Sobic.001G492000,Sobic.001G196000,Sobic.001G357900
Sobic.005G053950,Sobic.001G496800,Sobic.001G496800,Sobic.001G201000,Sobic.001G367700
Sobic.007G117200,Sobic.001G497700,Sobic.001G497700,Sobic.001G205000,Sobic.001G378700
Sobic.008G091500,Sobic.001G498000,Sobic.001G498000,Sobic.001G216800,Sobic.001G390200
Sobic.001G343100,Sobic.001G502700,Sobic.001G502700,Sobic.001G222900,Sobic.001G391300
Sobic.008G106200,Sobic.001G505100,Sobic.001G505100,Sobic.001G224300,Sobic.001G395900
Sobic.004G075400,Sobic.001G508200,Sobic.001G508200,Sobic.001G230300,Sobic.001G396900
Sobic.008G180500,Sobic.001G508700,Sobic.001G508700,Sobic.001G231200,Sobic.001G405800
Sobic.001G022700,Sobic.001G526800,Sobic.001G526800,Sobic.001G232000,Sobic.001G409400
Sobic.008G130200,Sobic.001G536400,Sobic.001G536400,Sobic.001G240500,Sobic.001G424132
Sobic.002G342901,Sobic.001G543700,Sobic.001G543700,Sobic.001G250100,Sobic.001G425600
Sobic.010G127600,Sobic.001G544400,Sobic.001G544400,Sobic.001G261448,Sobic.001G426800
Sobic.005G156850,Sobic.002G000400,Sobic.002G000400,Sobic.001G261545,Sobic.001G430600
Sobic.003G295500,Sobic.002G003500,Sobic.002G003500,Sobic.001G261549,Sobic.001G451500
Sobic.001G054000,Sobic.002G008300,Sobic.002G008300,Sobic.001G262500,Sobic.001G454000
Sobic.004G068700,Sobic.002G010100,Sobic.002G010100,Sobic.001G263300,Sobic.001G456100
Sobic.002G065400,Sobic.002G011500,Sobic.002G011500,Sobic.001G267800,Sobic.001G461500
Sobic.009G152300,Sobic.002G016200,Sobic.002G016200,Sobic.001G276800,Sobic.001G471100
Sobic.006G117600,Sobic.002G023000,Sobic.002G023000,Sobic.001G285200,Sobic.001G508400
Sobic.008G067200,Sobic.002G034500,Sobic.002G034500,Sobic.001G293100,Sobic.001G512100
Sobic.004G022600,Sobic.002G035200,Sobic.002G035200,Sobic.001G294400,Sobic.001G514900
Sobic.001G209000,Sobic.002G056300,Sobic.002G056300,Sobic.001G295900,Sobic.001G515700
Sobic.005G054900,Sobic.002G067300,Sobic.002G067300,Sobic.001G296100,Sobic.001G516000
Sobic.001G160500,Sobic.002G072300,Sobic.002G072300,Sobic.001G298600,Sobic.001G543000
Sobic.010G184500,Sobic.002G081700,Sobic.002G081700,Sobic.001G299600,Sobic.002G009600
Sobic.004G166000,Sobic.002G083200,Sobic.002G083200,Sobic.001G300400,Sobic.002G041100
Sobic.010G126500,Sobic.002G086800,Sobic.002G086800,Sobic.001G300500,Sobic.002G044100
Sobic.006G272400,Sobic.002G095400,Sobic.002G095400,Sobic.001G302300,Sobic.002G044600
Sobic.006G096000,Sobic.002G104400,Sobic.002G104400,Sobic.001G302900,Sobic.002G061900
Sobic.009G218450,Sobic.002G107600,Sobic.002G107600,Sobic.001G304100,Sobic.002G062000
Sobic.002G206400,Sobic.002G118300,Sobic.002G118300,Sobic.001G304800,Sobic.002G065300
Sobic.002G269900,Sobic.002G121000,Sobic.002G121000,Sobic.001G307600,Sobic.002G065400
Sobic.009G118100,Sobic.002G125800,Sobic.002G125800,Sobic.001G313100,Sobic.002G065900
Sobic.010G251800,Sobic.002G131100,Sobic.002G131100,Sobic.001G320500,Sobic.002G079900
Sobic.005G017700,Sobic.002G137850,Sobic.002G137850,Sobic.001G321000,Sobic.002G109700
Sobic.004G022800,Sobic.002G148900,Sobic.002G148900,Sobic.001G325700,Sobic.002G109800
Sobic.001G062132,Sobic.002G152800,Sobic.002G152800,Sobic.001G334900,Sobic.002G109900
Sobic.006G190700,Sobic.002G158500,Sobic.002G158500,Sobic.001G345100,Sobic.002G110000
Sobic.001G210500,Sobic.002G159700,Sobic.002G159700,Sobic.001G347700,Sobic.002G116600
Sobic.006G027900,Sobic.002G177300,Sobic.002G177300,Sobic.001G351500,Sobic.002G132500
Sobic.006G176300,Sobic.002G179000,Sobic.002G179000,Sobic.001G352700,Sobic.002G135400
Sobic.005G141100,Sobic.002G185500,Sobic.002G185500,Sobic.001G358200,Sobic.002G135500
Sobic.005G123000,Sobic.002G193400,Sobic.002G193400,Sobic.001G361800,Sobic.002G135700
Sobic.009G047600,Sobic.002G207000,Sobic.002G207000,Sobic.001G364200,Sobic.002G141600
Sobic.005G017566,Sobic.002G209100,Sobic.002G209100,Sobic.001G366700,Sobic.002G141800
Sobic.005G214000,Sobic.002G218800,Sobic.002G218800,Sobic.001G368300,Sobic.002G143300
Sobic.002G188000,Sobic.002G225400,Sobic.002G225400,Sobic.001G369200,Sobic.002G153100
Sobic.006G259300,Sobic.002G238500,Sobic.002G238500,Sobic.001G371300,Sobic.002G154900
Sobic.008G134700,Sobic.002G249600,Sobic.002G249600,Sobic.001G373200,Sobic.002G157100
Sobic.005G213766,Sobic.002G249700,Sobic.002G249700,Sobic.001G377700,Sobic.002G165300
Sobic.004G148300,Sobic.002G252300,Sobic.002G252300,Sobic.001G379000,Sobic.002G178101
Sobic.003G342300,Sobic.002G267700,Sobic.002G267700,Sobic.001G379500,Sobic.002G180800
Sobic.004G148400,Sobic.002G267800,Sobic.002G267800,Sobic.001G380700,Sobic.002G183900
Sobic.004G068600,Sobic.002G272500,Sobic.002G272500,Sobic.001G381100,Sobic.002G185800
Sobic.006G107900,Sobic.002G279600,Sobic.002G279600,Sobic.001G384700,Sobic.002G188000
Sobic.003G108100,Sobic.002G281600,Sobic.002G281600,Sobic.001G387000,Sobic.002G188700
Sobic.002G316400,Sobic.002G282500,Sobic.002G282500,Sobic.001G388000,Sobic.002G196000
Sobic.001G288500,Sobic.002G284600,Sobic.002G284600,Sobic.001G389600,Sobic.002G208700
Sobic.002G238200,Sobic.002G288800,Sobic.002G288800,Sobic.001G392200,Sobic.002G215700
Sobic.003G271600,Sobic.002G289400,Sobic.002G289400,Sobic.001G393000,Sobic.002G218200
Sobic.001G274600,Sobic.002G289500,Sobic.002G289500,Sobic.001G397700,Sobic.002G223200
Sobic.002G227800,Sobic.002G299300,Sobic.002G299300,Sobic.001G399200,Sobic.002G227800
Sobic.010G081600,Sobic.002G312600,Sobic.002G312600,Sobic.001G402400,Sobic.002G229000
Sobic.006G249000,Sobic.002G316500,Sobic.002G316500,Sobic.001G403200,Sobic.002G229100
Sobic.009G225700,Sobic.002G326650,Sobic.002G326650,Sobic.001G405000,Sobic.002G229300
Sobic.002G229100,Sobic.002G335400,Sobic.002G335400,Sobic.001G406700,Sobic.002G229400
Sobic.006G000800,Sobic.002G337500,Sobic.002G337500,Sobic.001G407100,Sobic.002G238100
Sobic.010G213900,Sobic.002G338200,Sobic.002G338200,Sobic.001G416000,Sobic.002G238200
Sobic.004G022850,Sobic.002G341500,Sobic.002G341500,Sobic.001G427600,Sobic.002G242500
Sobic.007G042700,Sobic.002G355800,Sobic.002G355800,Sobic.001G428000,Sobic.002G246400
Sobic.006G178300,Sobic.002G366200,Sobic.002G366200,Sobic.001G435700,Sobic.002G269900
Sobic.009G212500,Sobic.002G377200,Sobic.002G377200,Sobic.001G437300,Sobic.002G281500
Sobic.010G268900,Sobic.002G377400,Sobic.002G377400,Sobic.001G437500,Sobic.002G294400
Sobic.002G086500,Sobic.002G382500,Sobic.002G382500,Sobic.001G439000,Sobic.002G297900
Sobic.010G126400,Sobic.002G382700,Sobic.002G382700,Sobic.001G439400,Sobic.002G301600
Sobic.001G349000,Sobic.002G393900,Sobic.002G393900,Sobic.001G442800,Sobic.002G302500
Sobic.006G093700,Sobic.002G400300,Sobic.002G400300,Sobic.001G449500,Sobic.002G311100
Sobic.001G210600,Sobic.002G413700,Sobic.002G413700,Sobic.001G451800,Sobic.002G316400
Sobic.002G218200,Sobic.002G418500,Sobic.002G418500,Sobic.001G452200,Sobic.002G316900
Sobic.006G152900,Sobic.003G007200,Sobic.003G007200,Sobic.001G452900,Sobic.002G321300
Sobic.008G149650,Sobic.003G011400,Sobic.003G011400,Sobic.001G453900,Sobic.002G322800
Sobic.006G080700,Sobic.003G015000,Sobic.003G015000,Sobic.001G455700,Sobic.002G323700
Sobic.003G326200,Sobic.003G016100,Sobic.003G016100,Sobic.001G461200,Sobic.002G327700
Sobic.002G345100,Sobic.003G017700,Sobic.003G017700,Sobic.001G461800,Sobic.002G329100
Sobic.007G039500,Sobic.003G019700,Sobic.003G019700,Sobic.001G463800,Sobic.002G334900
Sobic.002G399400,Sobic.003G022600,Sobic.003G022600,Sobic.001G468000,Sobic.002G336100
Sobic.001G305350,Sobic.003G027200,Sobic.003G027200,Sobic.001G468500,Sobic.002G336700
Sobic.005G112700,Sobic.003G038200,Sobic.003G038200,Sobic.001G470600,Sobic.002G337100
Sobic.002G065900,Sobic.003G040800,Sobic.003G040800,Sobic.001G479600,Sobic.002G342901
Sobic.003G335100,Sobic.003G041600,Sobic.003G041600,Sobic.001G484000,Sobic.002G345100
Sobic.006G178200,Sobic.003G044100,Sobic.003G044100,Sobic.001G488400,Sobic.002G352800
Sobic.005G213832,Sobic.003G052300,Sobic.003G052300,Sobic.001G488900,Sobic.002G354200
Sobic.004G235900,Sobic.003G052900,Sobic.003G052900,Sobic.001G496700,Sobic.002G361300
Sobic.010G172600,Sobic.003G064901,Sobic.003G064901,Sobic.001G505300,Sobic.002G368800
Sobic.005G129650,Sobic.003G065100,Sobic.003G065100,Sobic.001G506700,Sobic.002G375500
Sobic.001G130600,Sobic.003G068600,Sobic.003G068600,Sobic.001G513700,Sobic.002G378000
Sobic.010G069300,Sobic.003G076600,Sobic.003G076600,Sobic.001G518000,Sobic.002G379000
Sobic.004G124800,Sobic.003G076800,Sobic.003G076800,Sobic.001G518300,Sobic.002G379700
Sobic.010G035100,Sobic.003G080900,Sobic.003G080900,Sobic.001G518600,Sobic.002G383500
Sobic.006G242701,Sobic.003G081100,Sobic.003G081100,Sobic.001G522300,Sobic.002G383800
Sobic.001G461500,Sobic.003G097600,Sobic.003G097600,Sobic.001G525600,Sobic.002G384100
Sobic.001G182100,Sobic.003G099100,Sobic.003G099100,Sobic.001G527900,Sobic.002G385500
Sobic.009G150100,Sobic.003G105900,Sobic.003G105900,Sobic.001G542200,Sobic.002G387200
Sobic.006G242800,Sobic.003G109832,Sobic.003G109832,Sobic.002G003200,Sobic.002G388000
Sobic.001G210101,Sobic.003G111000,Sobic.003G111000,Sobic.002G003800,Sobic.002G390300
Sobic.005G063800,Sobic.003G145800,Sobic.003G145800,Sobic.002G004100,Sobic.002G391100
Sobic.001G543000,Sobic.003G149100,Sobic.003G149100,Sobic.002G005100,Sobic.002G399400
Sobic.001G169400,Sobic.003G149500,Sobic.003G149500,Sobic.002G007200,Sobic.002G400600
Sobic.003G232100,Sobic.003G151100,Sobic.003G151100,Sobic.002G016400,Sobic.002G401000
Sobic.008G135401,Sobic.003G153500,Sobic.003G153500,Sobic.002G032500,Sobic.002G416150
Sobic.004G113300,Sobic.003G182800,Sobic.003G182800,Sobic.002G050500,Sobic.002G416200
Sobic.010G269950,Sobic.003G186300,Sobic.003G186300,Sobic.002G053900,Sobic.002G421200
Sobic.001G350200,Sobic.003G186400,Sobic.003G186400,Sobic.002G057500,Sobic.003G000400
Sobic.001G128900,Sobic.003G186700,Sobic.003G186700,Sobic.002G070300,Sobic.003G001701
Sobic.009G011300,Sobic.003G189700,Sobic.003G189700,Sobic.002G072100,Sobic.003G006900
Sobic.007G186600,Sobic.003G217400,Sobic.003G217400,Sobic.002G072700,Sobic.003G008100
Sobic.005G213950,Sobic.003G220200,Sobic.003G220200,Sobic.002G085900,Sobic.003G011000
Sobic.003G364000,Sobic.003G221800,Sobic.003G221800,Sobic.002G086900,Sobic.003G024600
Sobic.009G011200,Sobic.003G223800,Sobic.003G223800,Sobic.002G090500,Sobic.003G039400
Sobic.006G130400,Sobic.003G227700,Sobic.003G227700,Sobic.002G093400,Sobic.003G054900
Sobic.006G155200,Sobic.003G230000,Sobic.003G230000,Sobic.002G094600,Sobic.003G070700
Sobic.005G107500,Sobic.003G235400,Sobic.003G235400,Sobic.002G113400,Sobic.003G080000
Sobic.004G243200,Sobic.003G236300,Sobic.003G236300,Sobic.002G113600,Sobic.003G082200
Sobic.001G223200,Sobic.003G236551,Sobic.003G236551,Sobic.002G116900,Sobic.003G082500
Sobic.001G541900,Sobic.003G238200,Sobic.003G238200,Sobic.002G118700,Sobic.003G089300
Sobic.002G367700,Sobic.003G249900,Sobic.003G249900,Sobic.002G125000,Sobic.003G100500
Sobic.001G276800,Sobic.003G255800,Sobic.003G255800,Sobic.002G125700,Sobic.003G108100
Sobic.006G026900,Sobic.003G260200,Sobic.003G260200,Sobic.002G132400,Sobic.003G111100
Sobic.003G377700,Sobic.003G271300,Sobic.003G271300,Sobic.002G142200,Sobic.003G114600
Sobic.009G080900,Sobic.003G271800,Sobic.003G271800,Sobic.002G147200,Sobic.003G126500
Sobic.004G190500,Sobic.003G277600,Sobic.003G277600,Sobic.002G153000,Sobic.003G130400
Sobic.007G214500,Sobic.003G286800,Sobic.003G286800,Sobic.002G158900,Sobic.003G143100
Sobic.004G004800,Sobic.003G289700,Sobic.003G289700,Sobic.002G160800,Sobic.003G144500
Sobic.006G255600,Sobic.003G292400,Sobic.003G292400,Sobic.002G164600,Sobic.003G144600
Sobic.004G357600,Sobic.003G298500,Sobic.003G298500,Sobic.002G174100,Sobic.003G154700
Sobic.010G276700,Sobic.003G307801,Sobic.003G307801,Sobic.002G179900,Sobic.003G157600
Sobic.009G235900,Sobic.003G310200,Sobic.003G310200,Sobic.002G180100,Sobic.003G158300
Sobic.009G235700,Sobic.003G314400,Sobic.003G314400,Sobic.002G187400,Sobic.003G161500
Sobic.005G196000,Sobic.003G316850,Sobic.003G316850,Sobic.002G189000,Sobic.003G166500
Sobic.006G102800,Sobic.003G317400,Sobic.003G317400,Sobic.002G200400,Sobic.003G183850
Sobic.001G195800,Sobic.003G327900,Sobic.003G327900,Sobic.002G202500,Sobic.003G184000
Sobic.004G295100,Sobic.003G329500,Sobic.003G329500,Sobic.002G205500,Sobic.003G185100
Sobic.006G170600,Sobic.003G339800,Sobic.003G339800,Sobic.002G207900,Sobic.003G190100
Sobic.006G176700,Sobic.003G339900,Sobic.003G339900,Sobic.002G213600,Sobic.003G194400
Sobic.004G351200,Sobic.003G343900,Sobic.003G343900,Sobic.002G216100,Sobic.003G224100
Sobic.010G087900,Sobic.003G344600,Sobic.003G344600,Sobic.002G220600,Sobic.003G226900
Sobic.006G150100,Sobic.003G350400,Sobic.003G350400,Sobic.002G222200,Sobic.003G228200
Sobic.002G125000,Sobic.003G357400,Sobic.003G357400,Sobic.002G225100,Sobic.003G232200
Sobic.002G125300,Sobic.003G357500,Sobic.003G357500,Sobic.002G230900,Sobic.003G240000
Sobic.002G125700,Sobic.003G357700,Sobic.003G357700,Sobic.002G235700,Sobic.003G241400
Sobic.001G261509,Sobic.003G358800,Sobic.003G358800,Sobic.002G239700,Sobic.003G242200
Sobic.004G107500,Sobic.003G366100,Sobic.003G366100,Sobic.002G241100,Sobic.003G243400
Sobic.002G001800,Sobic.003G367200,Sobic.003G367200,Sobic.002G241700,Sobic.003G244200
Sobic.002G188600,Sobic.003G380500,Sobic.003G380500,Sobic.002G246000,Sobic.003G252300
Sobic.003G418100,Sobic.003G388500,Sobic.003G388500,Sobic.002G251100,Sobic.003G257400
Sobic.001G379900,Sobic.003G390600,Sobic.003G390600,Sobic.002G252000,Sobic.003G264000
Sobic.010G224400,Sobic.003G402500,Sobic.003G402500,Sobic.002G254900,Sobic.003G270800
Sobic.010G112800,Sobic.003G403500,Sobic.003G403500,Sobic.002G255500,Sobic.003G271600
Sobic.001G470800,Sobic.003G404900,Sobic.003G404900,Sobic.002G256300,Sobic.003G278400
Sobic.006G244000,Sobic.003G411300,Sobic.003G411300,Sobic.002G275100,Sobic.003G281800
Sobic.001G470600,Sobic.003G422600,Sobic.003G422600,Sobic.002G276600,Sobic.003G282000
Sobic.001G153100,Sobic.003G422700,Sobic.003G422700,Sobic.002G278200,Sobic.003G286700
Sobic.003G048200,Sobic.003G422800,Sobic.003G422800,Sobic.002G279300,Sobic.003G291700
Sobic.006G232300,Sobic.003G440900,Sobic.003G440900,Sobic.002G284000,Sobic.003G293600
Sobic.001G359200,Sobic.003G443700,Sobic.003G443700,Sobic.002G284100,Sobic.003G295500
Sobic.001G383400,Sobic.003G444200,Sobic.003G444200,Sobic.002G286100,Sobic.003G301000
Sobic.010G147200,Sobic.003G444900,Sobic.003G444900,Sobic.002G286700,Sobic.003G304800
Sobic.006G181900,Sobic.004G006600,Sobic.004G006600,Sobic.002G300600,Sobic.003G317900
Sobic.005G168200,Sobic.004G017000,Sobic.004G017000,Sobic.002G301400,Sobic.003G318100
Sobic.010G260600,Sobic.004G038400,Sobic.004G038400,Sobic.002G302800,Sobic.003G318200
Sobic.001G082700,Sobic.004G043001,Sobic.004G043001,Sobic.002G304000,Sobic.003G318350
Sobic.010G013000,Sobic.004G070500,Sobic.004G070500,Sobic.002G306300,Sobic.003G318600
Sobic.002G256900,Sobic.004G078800,Sobic.004G078800,Sobic.002G309800,Sobic.003G318700
Sobic.010G254300,Sobic.004G101500,Sobic.004G101500,Sobic.002G313000,Sobic.003G326000
Sobic.001G006101,Sobic.004G108100,Sobic.004G108100,Sobic.002G314500,Sobic.003G326200
Sobic.001G174300,Sobic.004G111400,Sobic.004G111400,Sobic.002G314800,Sobic.003G335100
Sobic.001G174500,Sobic.004G118200,Sobic.004G118200,Sobic.002G319300,Sobic.003G337600
Sobic.001G209500,Sobic.004G129900,Sobic.004G129900,Sobic.002G320600,Sobic.003G342300
Sobic.001G210250,Sobic.004G133100,Sobic.004G133100,Sobic.002G324400,Sobic.003G346700
Sobic.001G211101,Sobic.004G133700,Sobic.004G133700,Sobic.002G334000,Sobic.003G356000
Sobic.001G211200,Sobic.004G157100,Sobic.004G157100,Sobic.002G335300,Sobic.003G359800
Sobic.001G248600,Sobic.004G158500,Sobic.004G158500,Sobic.002G340100,Sobic.003G363900
Sobic.001G265000,Sobic.004G165400,Sobic.004G165400,Sobic.002G340700,Sobic.003G364000
Sobic.001G316900,Sobic.004G167100,Sobic.004G167100,Sobic.002G342100,Sobic.003G364100
Sobic.001G318600,Sobic.004G182900,Sobic.004G182900,Sobic.002G343000,Sobic.003G368300
Sobic.001G512100,Sobic.004G188701,Sobic.004G188701,Sobic.002G343400,Sobic.003G368400
Sobic.002G044100,Sobic.004G193800,Sobic.004G193800,Sobic.002G343600,Sobic.003G370400
Sobic.002G064500,Sobic.004G197800,Sobic.004G197800,Sobic.002G351100,Sobic.003G372000
Sobic.002G064700,Sobic.004G198800,Sobic.004G198800,Sobic.002G353800,Sobic.003G376200
Sobic.002G065300,Sobic.004G208000,Sobic.004G208000,Sobic.002G362700,Sobic.003G392700
Sobic.002G093500,Sobic.004G224000,Sobic.004G224000,Sobic.002G365700,Sobic.003G392800
Sobic.002G110000,Sobic.004G225000,Sobic.004G225000,Sobic.002G367300,Sobic.003G395900
Sobic.002G226800,Sobic.004G237200,Sobic.004G237200,Sobic.002G367700,Sobic.003G417100
Sobic.002G350700,Sobic.004G243300,Sobic.004G243300,Sobic.002G368300,Sobic.003G428900
Sobic.003G001701,Sobic.004G264500,Sobic.004G264500,Sobic.002G384000,Sobic.003G431900
Sobic.003G070600,Sobic.004G270200,Sobic.004G270200,Sobic.002G386400,Sobic.003G435700
Sobic.003G151400,Sobic.004G275900,Sobic.004G275900,Sobic.002G387600,Sobic.003G443000
Sobic.003G364100,Sobic.004G276700,Sobic.004G276700,Sobic.002G388700,Sobic.004G007133
Sobic.003G443400,Sobic.004G287400,Sobic.004G287400,Sobic.002G391900,Sobic.004G021500
Sobic.004G022432,Sobic.004G288200,Sobic.004G288200,Sobic.002G393600,Sobic.004G021600
Sobic.004G041000,Sobic.004G298900,Sobic.004G298900,Sobic.002G394500,Sobic.004G021700
Sobic.004G075351,Sobic.004G304550,Sobic.004G304550,Sobic.002G395500,Sobic.004G022300
Sobic.004G226100,Sobic.004G315400,Sobic.004G315400,Sobic.002G399000,Sobic.004G022432
Sobic.004G237900,Sobic.004G321800,Sobic.004G321800,Sobic.002G400200,Sobic.004G022600
Sobic.004G296900,Sobic.004G326200,Sobic.004G326200,Sobic.002G403700,Sobic.004G022850
Sobic.004G303300,Sobic.004G326300,Sobic.004G326300,Sobic.002G407700,Sobic.004G022950
Sobic.005G161700,Sobic.004G332100,Sobic.004G332100,Sobic.002G411900,Sobic.004G047900
